Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,Signal,MACD_Hist,RSI,CCI,ADX
1987-07-22,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,2284875,,1.3703700304031372,0.0,0.0,0.0,,,
1987-07-23,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,654750,,1.3703700304031372,0.0,0.0,0.0,,,
1987-07-24,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,93825,,1.3703700304031372,0.0,0.0,0.0,,,
1987-07-27,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,192375,,1.3703700304031372,0.0,0.0,0.0,,,
1987-07-28,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,91125,,1.3703700304031372,0.0,0.0,0.0,,,
1987-07-29,0.0,1.4074070453643799,1.3333330154418945,1.3333330154418945,1.1768369674682617,420525,,1.3636360276829111,-0.002954519712007997,-0.0005909039424015994,-0.0023636157696063976,,,
1987-07-30,0.0,1.4074070453643799,1.3333330154418945,1.3333330154418945,1.1768369674682617,334800,,1.3581263890936355,-0.005235644617860302,-0.00151985207749334,-0.003715792540366962,,,
1987-07-31,0.0,1.3703700304031372,1.3333330154418945,1.3333330154418945,1.1768369674682617,33075,,1.353618502975137,-0.006963185274948547,-0.0026085187169843814,-0.004354666557964165,,,
1987-08-03,0.0,1.3703700304031372,1.2962960004806519,1.2962960004806519,1.1441466808319092,211275,,1.3431962297943214,-0.011191838718009217,-0.004325182717189348,-0.006866656000819869,,,
1987-08-04,0.0,1.3333330154418945,1.2592589855194092,1.2592589855194092,1.1114568710327148,343575,1.3407404184341432,1.3279349126534283,-0.017331863677793713,-0.006926518909310222,-0.01040534476848349,,,
1987-08-05,0.0,1.3333330154418945,1.2592589855194092,1.2592589855194092,1.1114568710327148,9450,1.3296293139457702,1.315448380447243,-0.02194491042773561,-0.0099301972129953,-0.012014713214740309,,,
1987-08-06,0.0,1.3703700304031372,1.2592589855194092,1.2592589855194092,1.1114568710327148,9450,1.3185182094573975,1.3052321268240004,-0.025309036395037676,-0.013005965049403776,-0.0123030713456339,,,
1987-08-07,0.0,1.3703700304031372,1.2592589855194092,1.2592589855194092,1.1114568710327148,8100,1.3074071049690246,1.2968733738595293,-0.02765632555580111,-0.015936037150683244,-0.011720288405117865,,,
1987-08-10,0.0,1.4074070453643799,1.3333330154418945,1.3333330154418945,1.1768369674682617,151200,1.3037034034729005,1.3035023996017774,-0.023271158544853066,-0.01740306142951721,-0.005868097115335855,39.99999999999999,,12.160482466674196
1987-08-11,0.0,1.444443941116333,1.3703700304031372,1.3703700304031372,1.2095270156860352,37125,1.3037034034729005,1.31566015065657,-0.016615768285294763,-0.01724560280067272,0.0006298345153779583,50.0,,15.320588839435516
1987-08-12,0.0,1.444443941116333,1.4074070453643799,1.4074070453643799,1.2422165870666504,33750,1.3111108064651489,1.332341404239808,-0.008257557990609454,-0.015447993838660069,0.007190435848050614,57.14285714285714,,18.059347695828656
1987-08-13,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,21600,1.3148145079612732,1.3392556999058678,-0.004569519118569509,-0.013272298894641958,0.008702779776072448,50.0,,15.657469883100648
1987-08-14,0.0,1.444443941116333,1.3703700304031372,1.3703700304031372,1.2095270156860352,16875,1.3185182094573975,1.3449128509053712,-0.00162795568185925,-0.010943430252085417,0.009315474570226167,50.0,,16.680987346914286
1987-08-17,0.0,1.444443941116333,1.3703700304031372,1.3703700304031372,1.2095270156860352,24975,1.325925612449646,1.349541428995874,0.0006952402378637146,-0.008615696154095591,0.009310936391959306,50.0,,17.568035815552772
1987-08-18,0.0,1.444443941116333,1.3703700304031372,1.3703700304031372,1.2095270156860352,10800,1.3370367169380188,1.353328447433558,0.0025074850155626383,-0.006391059920163946,0.008898544935726584,57.14285714285714,56.27960548882219,18.33681115503946
1987-08-19,0.0,1.444443941116333,1.3703700304031372,1.3703700304031372,1.2095270156860352,36450,1.3481478214263916,1.3564269170643906,0.003898759584807676,-0.004333096019169622,0.008231855603977298,57.14285714285714,54.707992761790614,19.00308311592792
1987-08-20,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,14175,1.3592589259147645,1.3589620285805262,0.004944359209318128,-0.0024776049734720725,0.0074219641827902,57.14285714285714,35.169471084233045,19.58051881536459
1987-08-21,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,22275,1.3703700304031372,1.3610362107300917,0.005707215220437822,-0.0008406409346900937,0.006547856155127916,66.66666666666666,35.169471084233045,20.080963088209703
1987-08-24,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,11475,1.3740737318992615,1.3627332688524636,0.00623985494173751,0.0005754582405954271,0.005664396701142083,80.0,35.169471084233045,20.514681458008802
1987-08-25,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,20250,1.3740737318992615,1.364121770952586,0.00658605580666749,0.0017775777538098399,0.00480847805285765,80.0,35.169471084233045,20.890570711834688
1987-08-26,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,34425,1.3703700304031372,1.3652578181254134,0.0067822410335312,0.0027785104097541122,0.004003730623777088,80.0,32.99263624535164,21.216341398483788
1987-08-27,0.0,1.4074070453643799,1.3703700304031372,1.3703700304031372,1.2095270156860352,7425,1.3703700304031372,1.3661873112668175,0.0068586569117459195,0.003594539710152474,0.0032641172015934455,80.0,30.873393587850444,21.498675993579674
1987-08-28,0.0,1.4814809560775757,1.4074070453643799,1.4074070453643799,1.2422165870666504,30375,1.3740737318992615,1.3736818083754652,0.009794885281480425,0.004834608824418064,0.0049602764570623615,75.0,95.77270650374466,28.506216869822843
1987-08-31,0.0,1.555556058883667,1.444443941116333,1.444443941116333,1.2749065160751343,72225,1.381481122970581,1.3865476506919865,0.01493823668206673,0.006855334395947798,0.008082902286118932,74.99997988340421,140.4081229060084,36.07697906532932
1987-09-01,0.0,1.555556058883667,1.444443941116333,1.444443941116333,1.2749065160751343,16200,1.3888885140419007,1.3970742489509584,0.01879769163486711,0.009243805843731662,0.009553885791135447,66.6666309038201,126.07969209722006,42.63830630143493
